Date,Ticker,Open,High,Low,Close,Volume,Price Change,7-day MA Close,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,Year,Month,Day of Week,Close Standardized
2022-10-18 00:00:00+00:00,INTC,26.74,26.96,25.54,25.87,51126900,-0.87,25.7414,,,26.3416,26.6427,42.9214,2022,10,1,-1.0296
2022-10-19 00:00:00+00:00,INTC,25.74,26.25,25.69,26.0,33882300,0.26,25.8557,,,26.3091,26.6175,47.7053,2022,10,2,-1.0111
2022-10-20 00:00:00+00:00,INTC,26.15,26.95,25.95,26.08,33247700,-0.07,26.0043,,,26.2872,26.5964,52.0,2022,10,3,-0.9997
2022-10-21 00:00:00+00:00,INTC,25.85,27.05,25.79,26.97,53058700,1.12,26.2386,26.3795,,26.3523,26.6111,50.0,2022,10,4,-0.8729
2022-10-24 00:00:00+00:00,INTC,26.75,27.48,26.52,27.18,43831600,0.43,26.3471,26.39,,26.4311,26.6334,46.2428,2022,10,0,-0.843
2022-10-25 00:00:00+00:00,INTC,27.18,27.56,27.0,27.41,32205300,0.23,26.5614,26.416,,26.5243,26.6638,48.378,2022,10,1,-0.8103
2022-10-26 00:00:00+00:00,INTC,27.19,27.8,26.99,27.21,37111100,0.02,26.6743,26.42,,26.5896,26.6853,50.2196,2022,10,2,-0.8387
2022-10-27 00:00:00+00:00,INTC,27.45,27.59,26.13,26.27,56305100,-1.18,26.7314,26.4145,,26.5592,26.669,54.3582,2022,10,3,-0.9726
2022-10-28 00:00:00+00:00,INTC,28.18,29.22,27.86,29.07,91695700,0.89,27.17,26.5795,,26.7983,26.7631,72.5262,2022,10,4,-0.5738
2022-10-31 00:00:00+00:00,INTC,29.08,29.18,28.05,28.43,59507700,-0.65,27.5057,26.6525,,26.9537,26.8285,68.688,2022,10,0,-0.665
2022-11-01 00:00:00+00:00,INTC,28.8,28.85,27.89,28.3,44418700,-0.5,27.6957,26.6825,,27.0819,26.8862,66.6667,2022,11,1,-0.6835
2022-11-02 00:00:00+00:00,INTC,28.27,28.85,27.41,27.42,51956100,-0.85,27.73,26.6715,,27.1141,26.9071,55.7471,2022,11,2,-0.8088
2022-11-03 00:00:00+00:00,INTC,27.45,27.88,27.17,27.39,39678200,-0.06,27.7271,26.682,,27.1404,26.9261,59.0024,2022,11,3,-0.8131
2022-11-04 00:00:00+00:00,INTC,27.57,28.24,27.41,28.2,43051900,0.63,27.8686,26.806,,27.2413,26.976,60.446,2022,11,4,-0.6977
2022-11-07 00:00:00+00:00,INTC,28.36,28.47,27.89,28.41,34389800,0.05,28.1743,26.9665,,27.3526,27.0323,65.5257,2022,11,0,-0.6678
2022-11-08 00:00:00+00:00,INTC,28.76,28.95,27.93,28.48,36258000,-0.28,28.09,27.1385,,27.46,27.089,65.2709,2022,11,1,-0.6579
2022-11-09 00:00:00+00:00,INTC,28.22,28.3,27.52,27.52,30544800,-0.7,27.96,27.248,,27.4657,27.1059,58.0,2022,11,2,-0.7946
2022-11-10 00:00:00+00:00,INTC,28.88,29.83,28.65,29.76,62943900,0.88,28.1686,27.415,,27.6842,27.21,63.4783,2022,11,3,-0.4756
2022-11-11 00:00:00+00:00,INTC,28.93,30.63,28.87,30.43,49826500,1.5,28.5986,27.641,,27.9457,27.3363,65.0324,2022,11,4,-0.3802
2022-11-14 00:00:00+00:00,INTC,30.34,30.99,30.18,30.35,39395300,0.01,29.0214,27.8375,,28.1747,27.4545,63.7899,2022,11,0,-0.3916
2022-11-15 00:00:00+00:00,INTC,31.1,31.34,30.17,30.71,40933200,-0.39,29.38,28.0795,,28.4161,27.5821,66.1738,2022,11,1,-0.3403
2022-11-16 00:00:00+00:00,INTC,30.11,30.23,29.44,29.53,35582800,-0.58,29.54,28.256,,28.5222,27.6585,64.7378,2022,11,2,-0.5083
2022-11-17 00:00:00+00:00,INTC,29.07,29.95,29.0,29.89,31983300,0.82,29.7414,28.4465,,28.6525,27.746,54.7564,2022,11,3,-0.4571
2022-11-18 00:00:00+00:00,INTC,30.26,30.26,29.61,29.87,27122200,-0.39,30.0771,28.5915,,28.7684,27.8293,59.0,2022,11,4,-0.4599
2022-11-21 00:00:00+00:00,INTC,29.66,29.72,28.91,28.94,36086800,-0.72,29.96,28.6795,,28.7848,27.8729,53.6364,2022,11,0,-0.5924
2022-11-22 00:00:00+00:00,INTC,29.14,29.86,29.06,29.82,25584100,0.68,29.8729,28.8,,28.8834,27.9492,63.6364,2022,11,1,-0.467
2022-11-23 00:00:00+00:00,INTC,29.73,30.08,29.49,29.67,23143900,-0.06,29.7757,28.923,,28.9583,28.0167,62.7803,2022,11,2,-0.4884
2022-11-25 00:00:00+00:00,INTC,29.68,29.68,29.34,29.34,11314900,-0.34,29.58,29.0765,,28.9946,28.0686,56.7536,2022,11,4,-0.5354
2022-11-28 00:00:00+00:00,INTC,29.1,29.19,28.54,28.73,28267900,-0.37,29.4657,29.0595,,28.9694,28.0946,51.81,2022,11,0,-0.6223
2022-11-29 00:00:00+00:00,INTC,28.85,29.18,28.74,28.9,24361500,0.05,29.3243,29.083,,28.9628,28.1261,52.349,2022,11,1,-0.5981
2022-11-30 00:00:00+00:00,INTC,28.77,30.08,28.22,30.07,72072500,1.3,29.3529,29.1715,,29.0683,28.2024,63.9344,2022,11,2,-0.4314
2022-12-01 00:00:00+00:00,INTC,30.24,30.48,29.52,29.83,38896300,-0.41,29.48,29.292,,29.1408,28.2662,50.4895,2022,12,3,-0.4656
2022-12-02 00:00:00+00:00,INTC,29.17,29.43,28.71,29.41,31546000,0.24,29.4214,29.393,,29.1665,28.3111,42.6087,2022,12,4,-0.5254
2022-12-05 00:00:00+00:00,INTC,29.42,29.75,28.89,29.17,34040400,-0.25,29.35,29.4415,27.866,29.1668,28.3447,41.643,2022,12,0,-0.5596
2022-12-06 00:00:00+00:00,INTC,29.19,29.31,28.34,28.6,27701200,-0.59,29.2443,29.451,27.8986,29.1128,28.3548,35.4883,2022,12,1,-0.6408
2022-12-07 00:00:00+00:00,INTC,28.28,28.55,28.15,28.33,28239900,0.05,29.1871,29.4435,27.9274,29.0383,28.3538,40.566,2022,12,2,-0.6792
2022-12-08 00:00:00+00:00,INTC,28.32,28.6,28.07,28.44,28486100,0.12,29.1214,29.4895,27.9536,28.9813,28.3572,38.1342,2022,12,3,-0.6636
2022-12-09 00:00:00+00:00,INTC,28.39,28.78,28.19,28.24,25641300,-0.15,28.86,29.4135,27.9908,28.9107,28.3526,37.0429,2022,12,4,-0.6921
2022-12-12 00:00:00+00:00,INTC,28.13,28.71,27.86,28.69,35117900,0.56,28.6971,29.3265,28.0492,28.8897,28.3658,47.8485,2022,12,0,-0.628
2022-12-13 00:00:00+00:00,INTC,29.79,30.09,28.37,28.73,58546800,-1.06,28.6,29.2455,28.0844,28.8745,28.3801,39.0342,2022,12,1,-0.6223
2022-12-14 00:00:00+00:00,INTC,28.51,29.12,28.01,28.26,37141100,-0.25,28.47,29.123,28.0956,28.8159,28.3754,36.673,2022,12,2,-0.6892
2022-12-15 00:00:00+00:00,INTC,27.94,28.0,27.12,27.15,45682700,-0.79,28.2629,29.004,28.0858,28.6573,28.3273,31.9605,2022,12,3,-0.8473
2022-12-16 00:00:00+00:00,INTC,27.0,27.14,26.45,26.92,81104200,-0.08,28.0614,28.8555,28.0806,28.4918,28.2721,34.0949,2022,12,4,-0.88
2022-12-19 00:00:00+00:00,INTC,26.9,26.97,26.5,26.79,37662500,-0.11,27.8257,28.7015,28.102,28.3297,28.214,31.3274,2022,12,0,-0.8986
2022-12-20 00:00:00+00:00,INTC,26.54,26.87,26.42,26.44,31863300,-0.1,27.5686,28.5765,28.1268,28.1498,28.1444,12.4224,2022,12,1,-0.9484
2022-12-21 00:00:00+00:00,INTC,26.59,26.97,26.58,26.83,28100900,0.24,27.3029,28.427,28.1626,28.0241,28.0929,19.8795,2022,12,2,-0.8929
2022-12-22 00:00:00+00:00,INTC,26.45,26.45,25.35,25.97,47478300,-0.48,26.9086,28.242,28.1754,27.8285,28.0096,18.2657,2022,12,3,-1.0153
2022-12-23 00:00:00+00:00,INTC,25.92,26.19,25.68,26.09,23600900,0.17,26.5986,28.0795,28.1688,27.6629,27.9344,20.9434,2022,12,4,-0.9983
2022-12-27 00:00:00+00:00,INTC,25.85,26.1,25.65,25.94,29548100,0.09,26.4257,27.94,28.1694,27.4988,27.8562,22.7459,2022,12,1,-1.0196
2022-12-28 00:00:00+00:00,INTC,25.84,26.12,25.5,25.54,26176900,-0.3,26.2286,27.772,28.1518,27.3122,27.7653,22.1557,2022,12,2,-1.0766
2022-12-29 00:00:00+00:00,INTC,25.77,26.29,25.75,26.21,30944800,0.44,26.1457,27.579,28.1586,27.2073,27.7043,29.982,2022,12,3,-0.9812
2022-12-30 00:00:00+00:00,INTC,25.9,26.46,25.8,26.43,31030100,0.53,26.1443,27.409,28.1672,27.1332,27.6544,33.8104,2022,12,4,-0.9498
2023-01-03 00:00:00+00:00,INTC,27.05,27.07,26.37,26.73,31308000,-0.32,26.13,27.275,28.1802,27.0948,27.6181,31.9853,2023,1,1,-0.9071
2023-01-04 00:00:00+00:00,INTC,27.41,27.92,27.16,27.68,37665200,0.27,26.3743,27.2005,28.1944,27.1506,27.6205,41.7323,2023,1,2,-0.7718
2023-01-05 00:00:00+00:00,INTC,27.44,27.78,27.38,27.56,33552600,0.12,26.5843,27.1485,28.202,27.1896,27.6182,44.1667,2023,1,3,-0.7889
2023-01-06 00:00:00+00:00,INTC,27.93,28.83,27.38,28.73,31788600,0.8,26.9829,27.1685,28.2284,27.3363,27.6618,63.0363,2023,1,4,-0.6223
2023-01-09 00:00:00+00:00,INTC,28.84,29.87,28.84,29.31,37493200,0.47,27.5214,27.212,28.2704,27.5242,27.7264,68.6427,2023,1,0,-0.5397
2023-01-10 00:00:00+00:00,INTC,29.24,29.51,28.92,29.44,23008100,0.2,27.9829,27.272,28.3338,27.7067,27.7936,70.6708,2023,1,1,-0.5212
2023-01-11 00:00:00+00:00,INTC,29.68,29.88,29.0,29.85,30375400,0.17,28.4714,27.33,28.3494,27.9108,27.8742,76.3524,2023,1,2,-0.4628
2023-01-12 00:00:00+00:00,INTC,29.98,30.38,29.47,30.29,28963900,0.31,28.98,27.408,28.3866,28.1374,27.969,76.5337,2023,1,3,-0.4001
2023-01-13 00:00:00+00:00,INTC,29.97,30.17,29.81,30.11,31361900,0.14,29.3271,27.5005,28.4228,28.3253,28.0529,85.4452,2023,1,4,-0.4257
2023-01-17 00:00:00+00:00,INTC,30.18,30.26,29.52,29.6,34759100,-0.58,29.6186,27.623,28.4664,28.4467,28.1136,78.1701,2023,1,1,-0.4984
2023-01-18 00:00:00+00:00,INTC,29.8,29.82,28.63,28.81,44199600,-0.99,29.63,27.7175,28.4948,28.4813,28.1409,70.8879,2023,1,2,-0.6109
2023-01-19 00:00:00+00:00,INTC,28.61,28.76,28.24,28.42,36886600,-0.19,29.5029,27.799,28.4992,28.4754,28.1519,70.9912,2023,1,3,-0.6664
2023-01-20 00:00:00+00:00,INTC,28.42,29.23,28.25,29.22,35158500,0.8,29.4714,27.938,28.5154,28.5464,28.1937,71.5307,2023,1,4,-0.5525
2023-01-23 00:00:00+00:00,INTC,29.33,30.49,29.18,30.27,38795800,0.94,29.5314,28.11,28.5512,28.7105,28.2752,74.5524,2023,1,0,-0.4029
2023-01-24 00:00:00+00:00,INTC,29.94,30.19,29.73,29.92,24855100,-0.02,29.4786,28.3075,28.5992,28.8257,28.3397,70.2668,2023,1,1,-0.4528
2023-01-25 00:00:00+00:00,INTC,29.52,29.89,29.17,29.7,28268000,0.18,29.42,28.488,28.598,28.909,28.393,64.1457,2023,1,2,-0.4841
2023-01-26 00:00:00+00:00,INTC,30.06,30.11,29.33,30.09,56088100,0.03,29.49,28.6955,28.5912,29.0214,28.4596,67.0715,2023,1,3,-0.4286
2023-01-27 00:00:00+00:00,INTC,27.07,28.24,26.78,28.16,148548200,1.09,29.3971,28.8265,28.5474,28.9394,28.4478,46.5116,2023,1,4,-0.7034
2023-01-30 00:00:00+00:00,INTC,27.72,28.51,27.67,27.95,55145800,0.23,29.33,28.9135,28.4922,28.8452,28.4283,41.2821,2023,1,0,-0.7334
2023-01-31 00:00:00+00:00,INTC,27.78,28.29,27.53,28.26,52621600,0.48,29.1929,29.005,28.4668,28.7894,28.4217,42.6065,2023,1,1,-0.6892
2023-02-01 00:00:00+00:00,INTC,27.89,29.43,27.68,29.07,63330600,1.18,29.0214,29.122,28.4504,28.8162,28.4471,45.3461,2023,2,2,-0.5738
2023-02-02 00:00:00+00:00,INTC,29.25,30.3,28.8,30.19,62230700,0.94,29.06,29.2475,28.4568,28.947,28.5155,49.4481,2023,2,3,-0.4143
2023-02-03 00:00:00+00:00,INTC,29.62,31.17,29.53,30.32,57603100,0.7,29.1486,29.3855,28.4844,29.0778,28.5862,51.1654,2023,2,4,-0.3958
2023-02-06 00:00:00+00:00,INTC,29.55,29.65,28.61,28.69,48726400,-0.86,28.9486,29.3835,28.4618,29.0408,28.5903,45.5084,2023,2,0,-0.628
2023-02-07 00:00:00+00:00,INTC,28.65,29.27,28.43,29.05,50780800,0.4,29.0757,29.3705,28.4494,29.0417,28.6083,51.2371,2023,2,1,-0.5767
2023-02-08 00:00:00+00:00,INTC,28.95,29.12,28.21,28.24,36479100,-0.71,29.1171,29.3105,28.4274,28.9654,28.5939,49.1107,2023,2,2,-0.6921
2023-02-09 00:00:00+00:00,INTC,28.68,28.82,27.57,27.73,43906400,-0.95,29.0414,29.2045,28.4074,28.8477,28.56,42.4212,2023,2,3,-0.7647
2023-02-10 00:00:00+00:00,INTC,27.63,27.99,27.34,27.8,31232500,0.17,28.86,29.08,28.3854,28.7479,28.5302,36.0452,2023,2,4,-0.7547
2023-02-13 00:00:00+00:00,INTC,27.87,28.55,27.72,28.55,32347500,0.68,28.6257,29.002,28.355,28.7291,28.531,42.5946,2023,2,0,-0.6479
2023-02-14 00:00:00+00:00,INTC,28.38,28.72,27.99,28.64,27928900,0.26,28.3857,28.954,28.3312,28.7206,28.5353,44.1886,2023,2,1,-0.6351
2023-02-15 00:00:00+00:00,INTC,28.36,28.88,28.16,28.85,23359400,0.49,28.4086,28.956,28.32,28.7329,28.5476,43.0649,2023,2,2,-0.6052
2023-02-16 00:00:00+00:00,INTC,28.5,28.83,28.13,28.2,28972500,-0.3,28.2871,28.945,28.3006,28.6822,28.534,50.2611,2023,2,3,-0.6977
2023-02-17 00:00:00+00:00,INTC,28.0,28.07,27.38,27.61,32086200,-0.39,28.1971,28.8645,28.2808,28.58,28.4977,47.8856,2023,2,4,-0.7818
2023-02-21 00:00:00+00:00,INTC,27.11,27.27,26.04,26.06,63668400,-1.05,27.9586,28.654,28.2354,28.34,28.4021,38.1465,2023,2,1,-1.0025
2023-02-22 00:00:00+00:00,INTC,25.91,26.9,25.3,25.47,89195300,-0.44,27.6257,28.4315,28.176,28.0667,28.2872,30.1324,2023,2,2,-1.0866
2023-02-23 00:00:00+00:00,INTC,25.78,26.08,25.32,25.61,56473200,-0.17,27.2057,28.227,28.1234,27.8327,28.1822,21.6584,2023,2,3,-1.0666
2023-02-24 00:00:00+00:00,INTC,25.22,25.35,24.92,25.14,44089900,-0.08,26.7057,27.9795,28.0524,27.5763,28.0629,19.2399,2023,2,4,-1.1335
2023-02-27 00:00:00+00:00,INTC,25.55,25.58,24.88,24.9,37657000,-0.65,26.1414,27.8165,27.9758,27.3214,27.9388,23.0441,2023,2,0,-1.1677
2023-02-28 00:00:00+00:00,INTC,24.94,25.12,24.73,24.93,50255300,-0.01,25.6743,27.6655,27.9092,27.0936,27.8208,19.2538,2023,2,1,-1.1635
2023-03-01 00:00:00+00:00,INTC,25.03,25.92,24.97,25.33,47823400,0.3,25.3486,27.519,27.8728,26.9257,27.7232,26.8681,2023,3,2,-1.1065
2023-03-02 00:00:00+00:00,INTC,25.21,26.3,25.12,26.2,48309300,0.99,25.3686,27.3755,27.8584,26.8566,27.6634,38.4963,2023,3,3,-0.9826
2023-03-03 00:00:00+00:00,INTC,26.2,26.48,26.01,26.4,36744900,0.2,25.5014,27.186,27.8506,26.8131,27.6139,39.6755,2023,3,4,-0.9541
2023-03-06 00:00:00+00:00,INTC,26.47,26.54,25.93,25.99,37879800,-0.48,25.5557,26.9695,27.8416,26.7347,27.5502,30.1242,2023,3,0,-1.0125
2023-03-07 00:00:00+00:00,INTC,25.84,25.99,25.5,25.53,43164600,-0.31,25.6114,26.8115,27.8156,26.62,27.471,27.166,2023,3,1,-1.078
2023-03-08 00:00:00+00:00,INTC,25.56,26.01,25.45,25.98,36071900,0.42,25.7657,26.658,27.8158,26.559,27.4125,29.6454,2023,3,2,-1.0139
2023-03-09 00:00:00+00:00,INTC,25.98,26.98,25.97,26.44,54886100,0.46,25.9814,26.568,27.8228,26.5477,27.3744,37.172,2023,3,3,-0.9484
2023-03-10 00:00:00+00:00,INTC,26.55,27.52,26.32,27.22,65187000,0.67,26.2514,26.5425,27.8484,26.6117,27.3683,47.234,2023,3,4,-0.8373
2023-03-13 00:00:00+00:00,INTC,26.74,27.31,26.61,26.95,50977000,0.21,26.3586,26.5,27.8766,26.6439,27.3519,57.7123,2023,3,0,-0.8758
2023-03-14 00:00:00+00:00,INTC,27.35,28.1,27.25,28.01,47689800,0.66,26.5886,26.473,27.9126,26.774,27.3777,70.3526,2023,3,1,-0.7248
2023-03-15 00:00:00+00:00,INTC,27.73,28.5,27.66,28.41,49322800,0.68,26.9343,26.4615,27.9522,26.9298,27.4182,71.5385,2023,3,2,-0.6678
2023-03-16 00:00:00+00:00,INTC,28.39,30.27,28.39,30.18,75779500,1.79,27.5986,26.528,28.0212,27.2394,27.5265,82.3077,2023,3,3,-0.4158
2023-03-17 00:00:00+00:00,INTC,29.92,31.0,29.44,29.81,80628500,-0.11,28.1457,26.6085,28.0638,27.4842,27.6161,80.9584,2023,3,4,-0.4685
2023-03-20 00:00:00+00:00,INTC,29.8,29.9,28.63,29.16,38780100,-0.64,28.5343,26.686,28.0958,27.6438,27.6766,74.7369,2023,3,0,-0.561
2023-03-21 00:00:00+00:00,INTC,29.0,29.17,27.98,28.46,55650800,-0.54,28.7114,26.806,28.0904,27.7215,27.7073,67.6836,2023,3,1,-0.6607
2023-03-22 00:00:00+00:00,INTC,28.48,29.12,28.1,28.13,37415500,-0.35,28.88,26.939,28.0668,27.7604,27.7239,61.6125,2023,3,2,-0.7077
2023-03-23 00:00:00+00:00,INTC,28.38,29.16,28.22,29.03,43785500,0.65,29.0257,27.11,28.0586,27.8813,27.7751,64.5949,2023,3,3,-0.5795
2023-03-24 00:00:00+00:00,INTC,29.04,29.81,28.93,29.36,55912100,0.32,29.1614,27.321,28.0488,28.0222,27.8373,68.869,2023,3,4,-0.5325
2023-03-27 00:00:00+00:00,INTC,29.37,29.73,29.08,29.18,34758200,-0.19,29.0186,27.535,28.0266,28.1324,27.8899,71.0983,2023,3,0,-0.5582
2023-03-28 00:00:00+00:00,INTC,29.08,29.33,28.63,29.29,37407900,0.21,28.9443,27.753,28.0102,28.2427,27.9448,69.9158,2023,3,1,-0.5425
2023-03-29 00:00:00+00:00,INTC,29.77,31.89,29.76,31.52,85556200,1.75,29.2814,28.0625,28.0486,28.5548,28.085,75.1984,2023,3,2,-0.2249
2023-03-30 00:00:00+00:00,INTC,31.85,32.58,31.81,32.09,70077600,0.24,29.8,28.357,28.1142,28.8915,28.2421,74.6707,2023,3,3,-0.1437
2023-03-31 00:00:00+00:00,INTC,31.8,32.9,31.73,32.67,59765000,0.87,30.4486,28.6705,28.1992,29.2514,28.4157,78.0943,2023,3,4,-0.0611
2023-04-03 00:00:00+00:00,INTC,32.94,33.56,32.54,32.89,57038300,-0.05,31.0,29.0155,28.2726,29.5979,28.5912,76.1242,2023,4,0,-0.0298
2023-04-04 00:00:00+00:00,INTC,32.85,33.84,32.84,33.1,55714100,0.25,31.5343,29.394,28.3292,29.9314,28.768,75.6284,2023,4,1,0.0001
2023-04-05 00:00:00+00:00,INTC,32.8,32.99,32.34,32.83,39615700,0.03,32.0557,29.7365,28.3874,30.2075,28.9273,67.3203,2023,4,2,-0.0384
2023-04-06 00:00:00+00:00,INTC,32.6,33.0,32.46,32.81,28551900,0.21,32.5586,30.055,28.4496,30.4553,29.0796,70.548,2023,4,3,-0.0412
2023-04-10 00:00:00+00:00,INTC,32.6,32.76,32.2,32.52,30534400,-0.08,32.7014,30.32,28.4982,30.652,29.2145,74.2075,2023,4,0,-0.0825
2023-04-11 00:00:00+00:00,INTC,32.66,33.11,32.32,32.35,27059100,-0.31,32.7386,30.59,28.582,30.8137,29.3374,80.3432,2023,4,1,-0.1067
2023-04-12 00:00:00+00:00,INTC,32.77,32.89,31.96,32.02,37070800,-0.75,32.6457,30.7905,28.6634,30.9286,29.4426,80.3432,2023,4,2,-0.1537
2023-04-13 00:00:00+00:00,INTC,31.82,32.43,31.65,32.13,29722300,0.31,32.5371,30.9765,28.7408,31.043,29.548,77.5801,2023,4,3,-0.138
2023-04-14 00:00:00+00:00,INTC,32.0,32.24,31.69,31.89,24623600,-0.11,32.3643,31.062,28.7972,31.1237,29.6399,72.8752,2023,4,4,-0.1722
2023-04-17 00:00:00+00:00,INTC,31.95,32.64,31.77,32.14,29601100,0.19,32.2657,31.1785,28.8362,31.2205,29.7379,76.4286,2023,4,0,-0.1366
2023-04-18 00:00:00+00:00,INTC,32.43,32.46,31.78,31.83,26041400,-0.6,32.1257,31.312,28.8664,31.2785,29.82,71.8966,2023,4,1,-0.1808
2023-04-19 00:00:00+00:00,INTC,31.1,31.52,31.08,31.15,25746600,0.05,31.93,31.4465,28.9156,31.2663,29.8721,45.647,2023,4,2,-0.2776
2023-04-20 00:00:00+00:00,INTC,30.76,31.25,30.71,30.86,30255100,0.1,31.7171,31.583,28.9518,31.2276,29.9109,34.5088,2023,4,3,-0.3189
2023-04-21 00:00:00+00:00,INTC,30.84,30.84,30.23,30.3,28655800,-0.54,31.4714,31.6465,28.993,31.1392,29.9261,20.0,2023,4,4,-0.3987
2023-04-24 00:00:00+00:00,INTC,30.13,30.37,29.61,29.66,38732500,-0.47,31.1186,31.6615,29.0316,30.9984,29.9157,13.0435,2023,4,0,-0.4898
2023-04-25 00:00:00+00:00,INTC,29.44,29.57,28.87,28.88,38289900,-0.56,30.6886,31.6465,29.0532,30.7966,29.8751,7.2875,2023,4,1,-0.6009
2023-04-26 00:00:00+00:00,INTC,29.2,29.81,28.84,29.05,41218800,-0.15,30.2471,31.6345,29.0632,30.6303,29.8427,10.9504,2023,4,2,-0.5767
2023-04-27 00:00:00+00:00,INTC,28.75,29.95,28.51,29.86,60186200,1.11,29.9657,31.5515,29.0876,30.5569,29.8434,23.8011,2023,4,3,-0.4613
2023-04-28 00:00:00+00:00,INTC,31.98,32.57,30.81,31.06,80229700,-0.92,29.9529,31.5,29.1318,30.6048,29.8911,38.8379,2023,4,4,-0.2904
2023-05-01 00:00:00+00:00,INTC,31.11,31.24,30.28,30.3,36918500,-0.81,29.8729,31.3815,29.1738,30.5758,29.9071,35.6241,2023,5,0,-0.3987
2023-05-02 00:00:00+00:00,INTC,30.3,30.58,29.75,29.77,33463400,-0.53,29.7971,31.2255,29.217,30.499,29.9018,34.6521,2023,5,1,-0.4742
2023-05-03 00:00:00+00:00,INTC,30.64,31.11,30.25,30.65,45554500,0.01,29.9386,31.103,29.3088,30.5134,29.9311,40.8642,2023,5,2,-0.3488
2023-05-04 00:00:00+00:00,INTC,30.44,31.72,30.38,31.24,46104000,0.8,30.2757,31.0235,29.4242,30.5826,29.9824,46.1538,2023,5,3,-0.2648
2023-05-05 00:00:00+00:00,INTC,31.38,31.41,30.73,30.99,35010800,-0.39,30.5529,30.9325,29.5318,30.6214,30.0219,43.1953,2023,5,4,-0.3004
2023-05-08 00:00:00+00:00,INTC,30.7,30.84,30.39,30.77,30882800,0.07,30.6829,30.845,29.6444,30.6356,30.0513,43.6603,2023,5,0,-0.3317
2023-05-09 00:00:00+00:00,INTC,30.38,30.58,29.91,30.1,30706500,-0.28,30.5457,30.7325,29.7484,30.5846,30.0532,43.7126,2023,5,1,-0.4272
2023-05-10 00:00:00+00:00,INTC,30.29,30.4,29.49,29.97,40526500,-0.32,30.4986,30.63,29.8492,30.526,30.0499,44.5665,2023,5,2,-0.4457
2023-05-11 00:00:00+00:00,INTC,29.6,29.68,28.82,28.86,47144400,-0.74,30.3686,30.4665,29.9198,30.3674,30.0033,41.762,2023,5,3,-0.6038
2023-05-12 00:00:00+00:00,INTC,29.03,29.1,28.72,28.95,24147300,-0.08,30.1257,30.3195,29.9748,30.2324,29.962,45.6655,2023,5,4,-0.5909
2023-05-15 00:00:00+00:00,INTC,28.9,29.83,28.88,29.8,28717500,0.9,29.92,30.2025,30.0428,30.1912,29.9556,55.569,2023,5,0,-0.4699
2023-05-16 00:00:00+00:00,INTC,29.62,29.9,29.21,29.22,22812000,-0.4,29.6671,30.072,30.1074,30.0987,29.9268,50.9804,2023,5,1,-0.5525
2023-05-17 00:00:00+00:00,INTC,29.52,29.56,28.68,28.87,41667300,-0.65,29.3957,29.958,30.1742,29.9817,29.8853,43.9708,2023,5,2,-0.6023
